head	relation	tail
Capecitabine	contraindication	impaired renal function disease
Pregabalin	contraindication	impaired renal function disease
Phenylpropanolamine	contraindication	impaired renal function disease
Doripenem	contraindication	impaired renal function disease
Pitavastatin	contraindication	impaired renal function disease
Pralatrexate	contraindication	impaired renal function disease
Candesartan cilexetil	contraindication	impaired renal function disease
Paliperidone	contraindication	impaired renal function disease
Entecavir	contraindication	impaired renal function disease
Exenatide	contraindication	impaired renal function disease
Valsartan	contraindication	impaired renal function disease
Pemetrexed	contraindication	impaired renal function disease
Voriconazole	contraindication	impaired renal function disease
Methyclothiazide	contraindication	impaired renal function disease
Chlorpheniramine	contraindication	impaired renal function disease
Deserpidine	contraindication	impaired renal function disease
Magnesium oxide	contraindication	impaired renal function disease
Magnesium hydroxide	contraindication	impaired renal function disease
Dextromethorphan	contraindication	impaired renal function disease
Dihydrocodeine	contraindication	impaired renal function disease
Topotecan	contraindication	impaired renal function disease
Ammonium chloride	contraindication	impaired renal function disease
Nelarabine	contraindication	impaired renal function disease
Desirudin	contraindication	impaired renal function disease
Tranexamic acid	contraindication	impaired renal function disease
Zoledronic acid	contraindication	impaired renal function disease
Losartan	contraindication	impaired renal function disease
Ergotamine	contraindication	impaired renal function disease
Plerixafor	contraindication	impaired renal function disease
Lanreotide	contraindication	impaired renal function disease
Eplerenone	contraindication	impaired renal function disease
Levofloxacin	contraindication	impaired renal function disease
Ceftibuten	contraindication	colitis (disease)
Cefepime	contraindication	colitis (disease)
Sodium phosphate, monobasic	contraindication	colitis (disease)
Fusidic acid	contraindication	colitis (disease)
Cefoxitin	contraindication	colitis (disease)
Auranofin	contraindication	colitis (disease)
Cephalexin	contraindication	colitis (disease)
Lincomycin	contraindication	colitis (disease)
Alosetron	contraindication	colitis (disease)
Aurothioglucose	contraindication	colitis (disease)
Dichlorophen	contraindication	type 2 diabetes mellitus
Dichlorophen	contraindication	diabetes mellitus (disease)
Diethylpropion	contraindication	type 2 diabetes mellitus
Diethylpropion	contraindication	diabetes mellitus (disease)
Amlodipine	contraindication	type 2 diabetes mellitus
Chlorthalidone	contraindication	type 2 diabetes mellitus
Chlorthalidone	contraindication	diabetes mellitus (disease)
Acetazolamide	contraindication	type 2 diabetes mellitus
Acetazolamide	contraindication	diabetes mellitus (disease)
Chlorothiazide	contraindication	type 2 diabetes mellitus
Hydrochlorothiazide	contraindication	type 2 diabetes mellitus
Methazolamide	contraindication	type 2 diabetes mellitus
Methazolamide	contraindication	diabetes mellitus (disease)
Etretinate	contraindication	type 2 diabetes mellitus
Etretinate	contraindication	diabetes mellitus (disease)
Amcinonide	contraindication	type 2 diabetes mellitus
Amcinonide	contraindication	diabetes mellitus (disease)
Reserpine	contraindication	type 2 diabetes mellitus
Fenfluramine	contraindication	type 2 diabetes mellitus
Fenfluramine	contraindication	diabetes mellitus (disease)
Clonidine	contraindication	type 2 diabetes mellitus
Clonidine	contraindication	diabetes mellitus (disease)
Triamterene	contraindication	type 2 diabetes mellitus
Dexfenfluramine	contraindication	type 2 diabetes mellitus
Dexfenfluramine	contraindication	diabetes mellitus (disease)
Halcinonide	contraindication	type 2 diabetes mellitus
Halcinonide	contraindication	diabetes mellitus (disease)
Atenolol	contraindication	type 2 diabetes mellitus
Atenolol	contraindication	diabetes mellitus (disease)
Sulfamethizole	contraindication	type 2 diabetes mellitus
Sulfamethizole	contraindication	diabetes mellitus (disease)
Phenmetrazine	contraindication	type 2 diabetes mellitus
Phenmetrazine	contraindication	diabetes mellitus (disease)
Diclofenamide	contraindication	type 2 diabetes mellitus
Diclofenamide	contraindication	diabetes mellitus (disease)
Topiramate	contraindication	ocular hypertension
Venlafaxine	contraindication	ocular hypertension
Desvenlafaxine	contraindication	ocular hypertension
Guaifenesin	contraindication	ocular hypertension
Phenyltoloxamine	contraindication	ocular hypertension
Mepyramine	contraindication	ocular hypertension
Tripelennamine	contraindication	ocular hypertension
Methapyrilene	contraindication	ocular hypertension
Antazoline	contraindication	ocular hypertension
Pseudoephedrine	contraindication	ocular hypertension
Guaiacol	contraindication	ocular hypertension
Brompheniramine	contraindication	ocular hypertension
Pheniramine	contraindication	ocular hypertension
Mometasone furoate	contraindication	ocular hypertension
Loteprednol etabonate	contraindication	ocular hypertension
Chlorcyclizine	contraindication	ocular hypertension
Cyclizine	contraindication	ocular hypertension
Fluticasone propionate	contraindication	ocular hypertension
Clofedanol	contraindication	ocular hypertension
Pentoxyverine	contraindication	ocular hypertension
Codeine	contraindication	ocular hypertension
Trimipramine	contraindication	ocular hypertension
Formoterol	contraindication	ocular hypertension
Trolnitrate	contraindication	ocular hypertension
Fusidic acid	contraindication	ocular hypertension
Sodium citrate	contraindication	ocular hypertension
Ketamine	contraindication	ocular hypertension
Salicylamide	contraindication	ocular hypertension
Desonide	contraindication	ocular hypertension
Ipratropium	contraindication	ocular hypertension
Phenylephrine	contraindication	ocular hypertension
Caffeine	contraindication	ocular hypertension
Beclomethasone dipropionate	contraindication	ocular hypertension
Dinoprost	contraindication	ocular hypertension
Dimenhydrinate	contraindication	ocular hypertension
Prednisolone acetate	contraindication	ocular hypertension
Budesonide	contraindication	ocular hypertension
Histamine	contraindication	ocular hypertension
Scopolamine	contraindication	ocular hypertension
Imipramine	contraindication	ocular hypertension
Prednisolone	contraindication	ocular hypertension
Hydrocortisone	contraindication	ocular hypertension
Cortisone acetate	contraindication	ocular hypertension
Hydrocortisone acetate	contraindication	ocular hypertension
Dexamethasone	contraindication	ocular hypertension
Carbinoxamine	contraindication	ocular hypertension
Triprolidine	contraindication	ocular hypertension
Doxylamine	contraindication	ocular hypertension
Protriptyline	contraindication	ocular hypertension
Fluorometholone	contraindication	ocular hypertension
Fluticasone furoate	contraindication	ocular hypertension
Dinoprostone	contraindication	ocular hypertension
Tobramycin	contraindication	ocular hypertension
Succinylcholine	contraindication	ocular hypertension
Amphetamine	contraindication	ocular hypertension
Ephedrine	contraindication	ocular hypertension
Carbamazepine	contraindication	ocular hypertension
Dexchlorpheniramine	contraindication	ocular hypertension
Difluprednate	contraindication	ocular hypertension
Deferasirox	contraindication	ocular hypertension
Magnesium salicylate	contraindication	ocular hypertension
Salbutamol	contraindication	ocular hypertension
Ibuprofen	contraindication	ocular hypertension
Clemastine	contraindication	ocular hypertension
Tropicamide	contraindication	ocular hypertension
Phenylpropanolamine	contraindication	ocular hypertension
Diphenylpyraline	contraindication	ocular hypertension
Sulfacetamide	contraindication	ocular hypertension
Bacitracin	contraindication	ocular hypertension
Amoxapine	contraindication	ocular hypertension
Methscopolamine	contraindication	ocular hypertension
Chlorpheniramine	contraindication	ocular hypertension
Dexbrompheniramine	contraindication	ocular hypertension
Cyproheptadine	contraindication	ocular hypertension
Ciclesonide	contraindication	ocular hypertension
Dextromethorphan	contraindication	ocular hypertension
Hydrocodone	contraindication	ocular hypertension
Dihydrocodeine	contraindication	ocular hypertension
Triamcinolone	contraindication	ocular hypertension
Ammonium chloride	contraindication	ocular hypertension
Bromotheophylline	contraindication	ocular hypertension
Hydroxyamphetamine	contraindication	ocular hypertension
Maprotiline	contraindication	ocular hypertension
Hyoscyamine	contraindication	ocular hypertension
Topiramate	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Topiramate	contraindication	nephrolithiasis
Topiramate	contraindication	acute urate nephropathy
Benzocaine	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Benzocaine	contraindication	nephrolithiasis
Benzocaine	contraindication	acute urate nephropathy
Pilocarpine	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Pilocarpine	contraindication	nephrolithiasis
Pilocarpine	contraindication	acute urate nephropathy
Inulin	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Inulin	contraindication	nephrolithiasis
Inulin	contraindication	acute urate nephropathy
Phylloquinone	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Phylloquinone	contraindication	nephrolithiasis
Phylloquinone	contraindication	acute urate nephropathy
Calcium lactate	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Calcium lactate	contraindication	nephrolithiasis
Calcium lactate	contraindication	acute urate nephropathy
Pravastatin	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Pravastatin	contraindication	nephrolithiasis
Pravastatin	contraindication	acute urate nephropathy
Magnesium chloride	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Magnesium chloride	contraindication	nephrolithiasis
Magnesium chloride	contraindication	acute urate nephropathy
Dipotassium phosphate	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Dipotassium phosphate	contraindication	nephrolithiasis
Dipotassium phosphate	contraindication	acute urate nephropathy
Zinc sulfate	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Zinc sulfate	contraindication	nephrolithiasis
Zinc sulfate	contraindication	acute urate nephropathy
Famotidine	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Famotidine	contraindication	nephrolithiasis
Famotidine	contraindication	acute urate nephropathy
Sodium fluoride	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Sodium fluoride	contraindication	nephrolithiasis
Sodium fluoride	contraindication	acute urate nephropathy
Potassium chloride	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Potassium chloride	contraindication	nephrolithiasis
Potassium chloride	contraindication	acute urate nephropathy
Arginine	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Arginine	contraindication	nephrolithiasis
Arginine	contraindication	acute urate nephropathy
Isoleucine	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Isoleucine	contraindication	nephrolithiasis
Isoleucine	contraindication	acute urate nephropathy
Melatonin	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Melatonin	contraindication	nephrolithiasis
Melatonin	contraindication	acute urate nephropathy
Histidine	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Histidine	contraindication	nephrolithiasis
Histidine	contraindication	acute urate nephropathy
Trolnitrate	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Trolnitrate	contraindication	nephrolithiasis
Trolnitrate	contraindication	acute urate nephropathy
Didanosine	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Didanosine	contraindication	nephrolithiasis
Didanosine	contraindication	acute urate nephropathy
Zonisamide	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Zonisamide	contraindication	nephrolithiasis
Zonisamide	contraindication	acute urate nephropathy
Vitamin A	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Vitamin A	contraindication	nephrolithiasis
Vitamin A	contraindication	acute urate nephropathy
Cholecalciferol	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Cholecalciferol	contraindication	nephrolithiasis
Cholecalciferol	contraindication	acute urate nephropathy
Dihydrotachysterol	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Dihydrotachysterol	contraindication	nephrolithiasis
Dihydrotachysterol	contraindication	acute urate nephropathy
Alendronic acid	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Alendronic acid	contraindication	nephrolithiasis
Alendronic acid	contraindication	acute urate nephropathy
Phenylalanine	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Phenylalanine	contraindication	nephrolithiasis
Phenylalanine	contraindication	acute urate nephropathy
Methionine	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Methionine	contraindication	nephrolithiasis
Methionine	contraindication	acute urate nephropathy
Calcium acetate	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Calcium acetate	contraindication	nephrolithiasis
Calcium acetate	contraindication	acute urate nephropathy
Leucine	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Leucine	contraindication	nephrolithiasis
Leucine	contraindication	acute urate nephropathy
Folic acid	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Folic acid	contraindication	nephrolithiasis
Folic acid	contraindication	acute urate nephropathy
Chlorothiazide	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Chlorothiazide	contraindication	nephrolithiasis
Chlorothiazide	contraindication	acute urate nephropathy
Hydrochlorothiazide	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Hydrochlorothiazide	contraindication	nephrolithiasis
Hydrochlorothiazide	contraindication	acute urate nephropathy
Biotin	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Biotin	contraindication	nephrolithiasis
Biotin	contraindication	acute urate nephropathy
L-Lysine	contraindication	nephrolithiasis susceptibility caused by SLC26A1
L-Lysine	contraindication	nephrolithiasis
L-Lysine	contraindication	acute urate nephropathy
Glutamic acid	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Glutamic acid	contraindication	nephrolithiasis
Glutamic acid	contraindication	acute urate nephropathy
Serine	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Serine	contraindication	nephrolithiasis
Serine	contraindication	acute urate nephropathy
Alanine	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Alanine	contraindication	nephrolithiasis
Alanine	contraindication	acute urate nephropathy
Glycine	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Glycine	contraindication	nephrolithiasis
Glycine	contraindication	acute urate nephropathy
Magnesium carbonate	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Magnesium carbonate	contraindication	nephrolithiasis
Magnesium carbonate	contraindication	acute urate nephropathy
Ascorbic acid	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Ascorbic acid	contraindication	nephrolithiasis
Ascorbic acid	contraindication	acute urate nephropathy
Ergocalciferol	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Ergocalciferol	contraindication	nephrolithiasis
Ergocalciferol	contraindication	acute urate nephropathy
Phenobarbital	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Phenobarbital	contraindication	nephrolithiasis
Phenobarbital	contraindication	acute urate nephropathy
Triamterene	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Triamterene	contraindication	nephrolithiasis
Triamterene	contraindication	acute urate nephropathy
Sulindac	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Sulindac	contraindication	nephrolithiasis
Sulindac	contraindication	acute urate nephropathy
Glucosamine	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Glucosamine	contraindication	nephrolithiasis
Glucosamine	contraindication	acute urate nephropathy
Magnesium citrate	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Magnesium citrate	contraindication	nephrolithiasis
Magnesium citrate	contraindication	acute urate nephropathy
Calcitriol	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Calcitriol	contraindication	nephrolithiasis
Calcitriol	contraindication	acute urate nephropathy
Calcium gluconate	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Calcium gluconate	contraindication	nephrolithiasis
Calcium gluconate	contraindication	acute urate nephropathy
Calcium glucoheptonate	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Calcium glucoheptonate	contraindication	nephrolithiasis
Calcium glucoheptonate	contraindication	acute urate nephropathy
Calcium glycerophosphate	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Calcium glycerophosphate	contraindication	nephrolithiasis
Calcium glycerophosphate	contraindication	acute urate nephropathy
Fosamprenavir	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Fosamprenavir	contraindication	nephrolithiasis
Fosamprenavir	contraindication	acute urate nephropathy
Atazanavir	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Atazanavir	contraindication	nephrolithiasis
Atazanavir	contraindication	acute urate nephropathy
Calcifediol	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Calcifediol	contraindication	nephrolithiasis
Calcifediol	contraindication	acute urate nephropathy
Amprenavir	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Amprenavir	contraindication	nephrolithiasis
Amprenavir	contraindication	acute urate nephropathy
Cianidanol	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Cianidanol	contraindication	nephrolithiasis
Cianidanol	contraindication	acute urate nephropathy
Indinavir	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Indinavir	contraindication	nephrolithiasis
Indinavir	contraindication	acute urate nephropathy
Proline	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Proline	contraindication	nephrolithiasis
Proline	contraindication	acute urate nephropathy
Chromium picolinate	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Chromium picolinate	contraindication	nephrolithiasis
Chromium picolinate	contraindication	acute urate nephropathy
Ferrous fumarate	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Ferrous fumarate	contraindication	nephrolithiasis
Ferrous fumarate	contraindication	acute urate nephropathy
Magnesium oxide	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Magnesium oxide	contraindication	nephrolithiasis
Magnesium oxide	contraindication	acute urate nephropathy
Magnesium hydroxide	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Magnesium hydroxide	contraindication	nephrolithiasis
Magnesium hydroxide	contraindication	acute urate nephropathy
Sodium acetate	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Sodium acetate	contraindication	nephrolithiasis
Sodium acetate	contraindication	acute urate nephropathy
Cevimeline	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Cevimeline	contraindication	nephrolithiasis
Cevimeline	contraindication	acute urate nephropathy
Risedronic acid	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Risedronic acid	contraindication	nephrolithiasis
Risedronic acid	contraindication	acute urate nephropathy
Sodium fluorophosphate	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Sodium fluorophosphate	contraindication	nephrolithiasis
Sodium fluorophosphate	contraindication	acute urate nephropathy
Calcium chloride	contraindication	nephrolithiasis susceptibility caused by SLC26A1
Calcium chloride	contraindication	nephrolithiasis
Calcium chloride	contraindication	acute urate nephropathy
Topiramate	contraindication	acidosis disorder
Topiramate	contraindication	metabolic acidosis
Guaifenesin	contraindication	acidosis disorder
Guaifenesin	contraindication	metabolic acidosis
Mepyramine	contraindication	acidosis disorder
Mepyramine	contraindication	metabolic acidosis
Pseudoephedrine	contraindication	acidosis disorder
Pseudoephedrine	contraindication	metabolic acidosis
Guaiacol	contraindication	acidosis disorder
Guaiacol	contraindication	metabolic acidosis
Potassium citrate	contraindication	acidosis disorder
Potassium citrate	contraindication	metabolic acidosis
Pentoxyverine	contraindication	acidosis disorder
Pentoxyverine	contraindication	metabolic acidosis
Potassium chloride	contraindication	acidosis disorder
Potassium chloride	contraindication	metabolic acidosis
Arginine	contraindication	acidosis disorder
Arginine	contraindication	metabolic acidosis
Zonisamide	contraindication	acidosis disorder
Zonisamide	contraindication	metabolic acidosis
Sodium citrate	contraindication	acidosis disorder
Sodium citrate	contraindication	metabolic acidosis
Metformin	contraindication	acidosis disorder
Metformin	contraindication	metabolic acidosis
Pyridoxine	contraindication	acidosis disorder
Pyridoxine	contraindication	metabolic acidosis
Ipratropium	contraindication	acidosis disorder
Ipratropium	contraindication	metabolic acidosis
Phenylephrine	contraindication	acidosis disorder
Phenylephrine	contraindication	metabolic acidosis
Sitagliptin	contraindication	acidosis disorder
Sitagliptin	contraindication	metabolic acidosis
Saxagliptin	contraindication	acidosis disorder
Saxagliptin	contraindication	metabolic acidosis
Magnesium citrate	contraindication	acidosis disorder
Magnesium citrate	contraindication	metabolic acidosis
Etoposide	contraindication	acidosis disorder
Etoposide	contraindication	metabolic acidosis
Ephedrine	contraindication	acidosis disorder
Ephedrine	contraindication	metabolic acidosis
Glipizide	contraindication	acidosis disorder
Glipizide	contraindication	metabolic acidosis
Salbutamol	contraindication	acidosis disorder
Salbutamol	contraindication	metabolic acidosis
Mafenide	contraindication	acidosis disorder
Mafenide	contraindication	metabolic acidosis
Repaglinide	contraindication	acidosis disorder
Repaglinide	contraindication	metabolic acidosis
Magnesium oxide	contraindication	acidosis disorder
Magnesium oxide	contraindication	metabolic acidosis
Dextromethorphan	contraindication	acidosis disorder
Dextromethorphan	contraindication	metabolic acidosis
Hydrocodone	contraindication	acidosis disorder
Hydrocodone	contraindication	metabolic acidosis
Rosiglitazone	contraindication	acidosis disorder
Rosiglitazone	contraindication	metabolic acidosis
Pioglitazone	contraindication	acidosis disorder
Pioglitazone	contraindication	metabolic acidosis
Phenylacetic acid	contraindication	acidosis disorder
Phenylacetic acid	contraindication	metabolic acidosis
Glyburide	contraindication	acidosis disorder
Glyburide	contraindication	metabolic acidosis
Topiramate	contraindication	amnestic disorder
Topiramate	contraindication	retrograde amnesia
Temazepam	contraindication	amnestic disorder
Temazepam	contraindication	retrograde amnesia
Zolpidem	contraindication	amnestic disorder
Zolpidem	contraindication	retrograde amnesia
Trolnitrate	contraindication	central nervous system origin vertigo
Fusidic acid	contraindication	central nervous system origin vertigo
Altretamine	contraindication	central nervous system origin vertigo
Kanamycin	contraindication	central nervous system origin vertigo
Streptomycin	contraindication	central nervous system origin vertigo
Netilmicin	contraindication	central nervous system origin vertigo
Tretamine	contraindication	central nervous system origin vertigo
Amikacin	contraindication	central nervous system origin vertigo
Tobramycin	contraindication	central nervous system origin vertigo
Disulfiram	contraindication	nephritis
Disulfiram	contraindication	coronary artery disease
Disulfiram	contraindication	coronary atherosclerosis
Disulfiram	contraindication	arteriosclerosis disorder
Disulfiram	contraindication	atherosclerosis
Guaifenesin	contraindication	coronary atherosclerosis
Guaifenesin	contraindication	arteriosclerosis disorder
Guaifenesin	contraindication	atherosclerosis
Phenyltoloxamine	contraindication	coronary atherosclerosis
Phenyltoloxamine	contraindication	arteriosclerosis disorder
Phenyltoloxamine	contraindication	atherosclerosis
Mepyramine	contraindication	coronary atherosclerosis
Mepyramine	contraindication	arteriosclerosis disorder
Mepyramine	contraindication	atherosclerosis
Pseudoephedrine	contraindication	coronary atherosclerosis
Pseudoephedrine	contraindication	arteriosclerosis disorder
Pseudoephedrine	contraindication	atherosclerosis
Guaiacol	contraindication	coronary atherosclerosis
Guaiacol	contraindication	arteriosclerosis disorder
Guaiacol	contraindication	atherosclerosis
Acrivastine	contraindication	coronary artery disease
Acrivastine	contraindication	coronary atherosclerosis
Acrivastine	contraindication	arteriosclerosis disorder
Acrivastine	contraindication	atherosclerosis
Brompheniramine	contraindication	coronary atherosclerosis
Brompheniramine	contraindication	arteriosclerosis disorder
Brompheniramine	contraindication	atherosclerosis
Pheniramine	contraindication	coronary atherosclerosis
Pheniramine	contraindication	arteriosclerosis disorder
Pheniramine	contraindication	atherosclerosis
Cetirizine	contraindication	coronary artery disease
Cetirizine	contraindication	coronary atherosclerosis
Cetirizine	contraindication	arteriosclerosis disorder
Cetirizine	contraindication	atherosclerosis
Fexofenadine	contraindication	coronary artery disease
Fexofenadine	contraindication	coronary atherosclerosis
Fexofenadine	contraindication	arteriosclerosis disorder
Fexofenadine	contraindication	atherosclerosis
Chlorcyclizine	contraindication	coronary atherosclerosis
Chlorcyclizine	contraindication	arteriosclerosis disorder
Chlorcyclizine	contraindication	atherosclerosis
Cyclizine	contraindication	coronary atherosclerosis
Cyclizine	contraindication	arteriosclerosis disorder
Cyclizine	contraindication	atherosclerosis
Loratadine	contraindication	coronary artery disease
Loratadine	contraindication	coronary atherosclerosis
Loratadine	contraindication	arteriosclerosis disorder
Loratadine	contraindication	atherosclerosis
Clofedanol	contraindication	coronary atherosclerosis
Clofedanol	contraindication	arteriosclerosis disorder
Clofedanol	contraindication	atherosclerosis
Pentoxyverine	contraindication	coronary atherosclerosis
Pentoxyverine	contraindication	arteriosclerosis disorder
Pentoxyverine	contraindication	atherosclerosis
Codeine	contraindication	coronary atherosclerosis
Codeine	contraindication	arteriosclerosis disorder
Codeine	contraindication	atherosclerosis
Isradipine	contraindication	coronary artery disease
Isradipine	contraindication	coronary atherosclerosis
Isradipine	contraindication	arteriosclerosis disorder
Isradipine	contraindication	atherosclerosis
Felodipine	contraindication	coronary artery disease
Felodipine	contraindication	coronary atherosclerosis
Felodipine	contraindication	arteriosclerosis disorder
Felodipine	contraindication	atherosclerosis
Trolnitrate	contraindication	coronary atherosclerosis
Trolnitrate	contraindication	arteriosclerosis disorder
Trolnitrate	contraindication	atherosclerosis
Nisoldipine	contraindication	coronary artery disease
Nisoldipine	contraindication	coronary atherosclerosis
Nisoldipine	contraindication	arteriosclerosis disorder
Nisoldipine	contraindication	atherosclerosis
Phenylephrine	contraindication	coronary atherosclerosis
Phenylephrine	contraindication	arteriosclerosis disorder
Phenylephrine	contraindication	atherosclerosis
Theophylline	contraindication	coronary atherosclerosis
Theophylline	contraindication	arteriosclerosis disorder
Theophylline	contraindication	atherosclerosis
Propafenone	contraindication	coronary artery disease
Propafenone	contraindication	coronary atherosclerosis
Propafenone	contraindication	arteriosclerosis disorder
Propafenone	contraindication	atherosclerosis
Histamine	contraindication	coronary artery disease
Histamine	contraindication	coronary atherosclerosis
Histamine	contraindication	arteriosclerosis disorder
Histamine	contraindication	atherosclerosis
Scopolamine	contraindication	coronary atherosclerosis
Scopolamine	contraindication	arteriosclerosis disorder
Scopolamine	contraindication	atherosclerosis
Terfenadine	contraindication	coronary artery disease
Terfenadine	contraindication	coronary atherosclerosis
Terfenadine	contraindication	arteriosclerosis disorder
Terfenadine	contraindication	atherosclerosis
Guanabenz	contraindication	coronary artery disease
Guanabenz	contraindication	coronary atherosclerosis
Guanabenz	contraindication	arteriosclerosis disorder
Guanabenz	contraindication	atherosclerosis
Carbinoxamine	contraindication	coronary atherosclerosis
Carbinoxamine	contraindication	arteriosclerosis disorder
Carbinoxamine	contraindication	atherosclerosis
Triprolidine	contraindication	coronary atherosclerosis
Triprolidine	contraindication	arteriosclerosis disorder
Triprolidine	contraindication	atherosclerosis
Doxylamine	contraindication	coronary atherosclerosis
Doxylamine	contraindication	arteriosclerosis disorder
Doxylamine	contraindication	atherosclerosis
Azatadine	contraindication	coronary artery disease
Azatadine	contraindication	coronary atherosclerosis
Azatadine	contraindication	arteriosclerosis disorder
Azatadine	contraindication	atherosclerosis
Ribavirin	contraindication	coronary artery disease
Ribavirin	contraindication	coronary atherosclerosis
Ribavirin	contraindication	arteriosclerosis disorder
Ribavirin	contraindication	atherosclerosis
Doxapram	contraindication	coronary artery disease
Doxapram	contraindication	coronary atherosclerosis
Doxapram	contraindication	arteriosclerosis disorder
Doxapram	contraindication	atherosclerosis
Ephedrine	contraindication	coronary atherosclerosis
Ephedrine	contraindication	arteriosclerosis disorder
Ephedrine	contraindication	atherosclerosis
Dexchlorpheniramine	contraindication	coronary atherosclerosis
Dexchlorpheniramine	contraindication	arteriosclerosis disorder
Dexchlorpheniramine	contraindication	atherosclerosis
Naproxen	contraindication	coronary atherosclerosis
Naproxen	contraindication	arteriosclerosis disorder
Naproxen	contraindication	atherosclerosis
Ibuprofen	contraindication	coronary artery disease
Ibuprofen	contraindication	coronary atherosclerosis
Ibuprofen	contraindication	arteriosclerosis disorder
Ibuprofen	contraindication	atherosclerosis
Methscopolamine	contraindication	coronary atherosclerosis
Methscopolamine	contraindication	arteriosclerosis disorder
Methscopolamine	contraindication	atherosclerosis
Chlorpheniramine	contraindication	coronary atherosclerosis
Chlorpheniramine	contraindication	arteriosclerosis disorder
Chlorpheniramine	contraindication	atherosclerosis
Dexbrompheniramine	contraindication	coronary atherosclerosis
Dexbrompheniramine	contraindication	arteriosclerosis disorder
Dexbrompheniramine	contraindication	atherosclerosis
Dextromethorphan	contraindication	coronary atherosclerosis
Dextromethorphan	contraindication	arteriosclerosis disorder
Dextromethorphan	contraindication	atherosclerosis
Hydrocodone	contraindication	coronary atherosclerosis
Hydrocodone	contraindication	arteriosclerosis disorder
Hydrocodone	contraindication	atherosclerosis
Dihydrocodeine	contraindication	coronary atherosclerosis
Dihydrocodeine	contraindication	arteriosclerosis disorder
Dihydrocodeine	contraindication	atherosclerosis
Hyoscyamine	contraindication	coronary atherosclerosis
Hyoscyamine	contraindication	arteriosclerosis disorder
Hyoscyamine	contraindication	atherosclerosis
Desloratadine	contraindication	coronary artery disease
Desloratadine	contraindication	coronary atherosclerosis
Desloratadine	contraindication	arteriosclerosis disorder
Desloratadine	contraindication	atherosclerosis
Benzyl alcohol	contraindication	coronary artery disease
